scopus,doi,title,type,year,source,page,volume,reader_count,link,given-name,sur_name,citedby_count,h_index,doc_total,citedby_doc,coauthors_total
2-s2.0-55549111895,10.1080/17517570802245433,Getting rid of OR-joins and multiple start events in business process models,conference_proceedings,2008,Enterprise Information Systems,403-419,2,25,http://www.mendeley.com/research/getting-rid-orjoins-multiple-start-events-business-process-models,J.,Mendling,16,44,315,3447,150
2-s2.0-84871865311,10.1377/hlthaff.2012.0364,"Early results show wellpoint's patient-centered medical home pilots have met some goals for costs, utilization, and quality",journal,2012,Health Affairs,2002-2009,31,54,http://www.mendeley.com/research/early-results-show-wellpoints-patientcentered-medical-home-pilots-met-some-goals-costs-utilization-q,Ruth S.,Raskas,33,1,1,33,5
2-s2.0-84855809756,10.1007/s11235-010-9346-7,Resilient data gathering and communication algorithms for emergency scenarios,conference_proceedings,2011,Telecommunication Systems,317-327,48,10,http://www.mendeley.com/research/resilient-data-gathering-communication-algorithms-emergency-scenarios,Daniele,Munaretto,2,10,38,422,54
2-s2.0-84894763413,10.2753/MIS0742-1222300302,Horizontal Allocation of Decision Rights for On-Premise Applications and Software-as-a-Service,journal,2013,Journal of Management Information Systems,13-48,30,110,http://www.mendeley.com/research/horizontal-allocation-decision-rights-onpremise-applications-softwareasaservice,Till J.,Winkler,36,5,22,81,38
2-s2.0-84909596780,10.1377/hlthaff.2014.0081,Introduction of performance-based financing in burundi was associated with improvements in care and quality,journal,2014,Health Affairs,2179-2187,33,106,http://www.mendeley.com/research/introduction-performancebased-financing-burundi-associated-improvements-care-quality,Igna,Bonfrer,28,4,8,182,33
2-s2.0-66349116402,10.1111/j.1467-9299.2008.01749.x,eGovernment and the transformation agenda,journal,2009,Public Administration,371-396,87,62,http://www.mendeley.com/research/egovernment-transformation-agenda,Paul,Foley,47,3,3,64,2
2-s2.0-36349023414,10.1080/00207540600898064,Assessing the effects of manufacturing infrastructure preparation prior to enterprise information-systems implementation,journal,2008,International Journal of Production Research,1645-1665,46,29,http://www.mendeley.com/research/assessing-effects-manufacturing-infrastructure-preparation-prior-enterprise-informationsystems-imple,L.,Li,42,24,72,1187,150
2-s2.0-84911951239,10.1080/13698575.2014.969687,The psychology of ‘regrettable substitutions’: examining consumer judgements of Bisphenol A and its alternatives,journal,2014,"Health, Risk and Society",649-666,16,21,http://www.mendeley.com/research/psychology-regrettable-substitutions-examining-consumer-judgements-bisphenol-alternatives,Laura D.,Scherer,5,11,34,350,119
2-s2.0-84951847388,10.1080/1046669X.2015.1113490,"Relationship Flexibility in a 3PL Context: Impacts of Network Embeddedness, Guanxi, and Explicit Contract",journal,2015,Journal of Marketing Channels,253-264,22,21,http://www.mendeley.com/research/relationship-flexibility-3pl-context-impacts-network-embeddedness-guanxi-explicit-contract,Haozhe,Chen,1,12,28,822,47
2-s2.0-84862908240,10.1080/17517575.2011.617472,Soundness preservation in composed logical time workflow nets,journal,2012,Enterprise Information Systems,95-113,6,7,http://www.mendeley.com/research/soundness-preservation-composed-logical-time-workflow-nets,Wei,Liu,33,4,43,60,56
2-s2.0-34547452270,10.1145/1247715.1247719,On setting the hyper-parameters of term frequency normalization for information retrieval,journal,2007,ACM Transactions on Information Systems,13-es,25,19,http://www.mendeley.com/research/setting-hyperparameters-term-frequency-normalization-information-retrieval,Ben,He,10,16,73,724,59
2-s2.0-84929839054,10.1080/02681102.2014.939605,A Framework for Service-oriented Architecture Adoption in e-Banking: the Case of Banks from a Transition and a Developed Economy,journal,2015,Information Technology for Development,460-479,21,17,http://www.mendeley.com/research/framework-serviceoriented-architecture-adoption-ebanking-case-banks-transition-developed-economy,Marinos,Themistocleous,1,19,98,1167,70
2-s2.0-84945976260,10.1287/isre.2015.0581,An exploration of risk characteristics of information security threats and related public information search behavior,journal,2015,Information Systems Research,619-633,26,17,http://www.mendeley.com/research/exploration-risk-characteristics-information-security-threats-related-public-information-search-beha,Jingguo,Wang,5,10,42,403,38
2-s2.0-57049135220,10.1080/00207540701487841,Synthesis of a web-based dimensional verification system for styling processes,journal,2009,International Journal of Production Research,1485-1503,47,10,http://www.mendeley.com/research/synthesis-webbased-dimensional-verification-system-styling-processes,In-Ho,Song,3,15,153,957,150
2-s2.0-84880199380,10.2753/MIS0742-1222290406,Facilitator-in-a-Box: Process Support Applications to Help Practitioners Realize the Potential of Collaboration Technology,journal,2013,Journal of Management Information Systems,159-194,29,82,http://www.mendeley.com/research/facilitatorinabox-process-support-applications-help-practitioners-realize-potential-collaboration-te,Robert O.,Briggs,26,30,185,2559,120
2-s2.0-80051615761,10.1155/2011/205039,A costing analysis for Decision Making Grid model in failure-based maintenance,journal,2011,Advances in Decision Sciences,,2011,13,http://www.mendeley.com/research/costing-analysis-decision-making-grid-model-failurebased-maintenance,M. A.,Burhanuddin,2,4,22,37,39
2-s2.0-79955821711,10.1287/isre.1090.0277,A finite mixture logit model to segment and predict electronic payments system adoption,journal,2011,Information Systems Research,118-133,22,64,http://www.mendeley.com/research/finite-mixture-logit-model-segment-predict-electronic-payments-system-adoption,Ravi,Bapna,13,17,46,879,59
2-s2.0-59349086997,10.1007/s10257-008-0080-6,Quality management in service ecosystems,journal,2009,Information Systems and e-Business Management,199-221,7,30,http://www.mendeley.com/research/quality-management-service-ecosystems-15,Christoph,Riedl,33,12,27,399,57
2-s2.0-84943406909,10.1080/07421222.2015.1029394,Web personalization cues and their differential effects on user assessments of website value,journal,2015,Journal of Management Information Systems,225-260,32,86,http://www.mendeley.com/research/web-personalization-cues-differential-effects-user-assessments-website-value,Alexander,Benlian,13,16,100,910,81
2-s2.0-35148899544,10.1080/10580530701585823,Hacking into the minds of hackers,journal,2007,Information Systems Management,281-287,24,81,http://www.mendeley.com/research/hacking-minds-hackers,Randall,Young,27,3,7,66,4
2-s2.0-79951879716,10.1080/0144929X.2010.514359,Developing an appropriate design of blended learning with web-enabled self-regulated learning to enhance students' learning and thoughts regarding online learning,journal,2011,Behaviour and Information Technology,261-271,30,114,http://www.mendeley.com/research/developing-appropriate-design-blended-learning-webenabled-selfregulated-learning-enhance-students-le,Chia-Wen,Tsai,35,14,83,366,41
2-s2.0-78650667876,10.1287/isre.1100.0326,Seeking the configurations of digital ecodynamics: It takes three to tango,journal,2010,Information Systems Research,835-848,21,242,http://www.mendeley.com/research/seeking-configurations-digital-ecodynamics-it-takes-three-tango,Omar A.,El Sawy,132,17,45,3077,56
2-s2.0-21244436350,10.1007/s10257-005-0051-0,Service-oriented enterprise applications and Web service composition,magazine_article,2005,Information Systems and e-Business Management,101-102,3,5,http://www.mendeley.com/research/serviceoriented-enterprise-applications-web-service-composition,Jen-Yao,Chung,1,16,92,899,119
2-s2.0-84883177891,10.2753/MIS0742-1222300101,The Effect of Social Capital of the Relationship Between the CIO and Top Management Team on Firm Performance,journal,2013,Journal of Management Information Systems,15-56,30,172,http://www.mendeley.com/research/effect-social-capital-relationship-between-cio-top-management-team-firm-performance,Elena,Karahanna,78,24,44,8026,45
2-s2.0-67650815483,10.1061/(ASCE)0733-9372(2009)135:7(551),Design of secondary settling tanks using a CFD model,journal,2009,Journal of Environmental Engineering,551-561,135,15,http://www.mendeley.com/research/design-secondary-settling-tanks-using-cfd-model,Anastasios I.,Stamou,7,13,68,520,91
2-s2.0-61449240023,10.1287/moor.1080.0324,A Learning Algorithm for Risk-Sensitive Cost,journal,2008,Mathematics of Operations Research,880-898,33,6,http://www.mendeley.com/research/learning-algorithm-risksensitive-cost,Arnab,Basu,9,4,9,24,6
2-s2.0-84898959705,10.1080/10580530.2014.890444,Winning the Hearts and Minds of Business Intelligence Users: The Role of Metadata,journal,2014,Information Systems Management,167-180,31,38,http://www.mendeley.com/research/winning-hearts-minds-business-intelligence-users-role-metadata,Neil,Foshay,6,5,7,72,13
2-s2.0-84890736409,10.3233/IFS-120734,Approaches to hesitant fuzzy multiple attribute decision making with incomplete weight information,journal,2014,Journal of Intelligent and Fuzzy Systems,259-266,26,2,http://www.mendeley.com/research/approaches-hesitant-fuzzy-multiple-attribute-decision-making-incomplete-weight-information,Guiwu,Wei,16,46,177,2255,57
2-s2.0-84879606967,10.1007/s11235-011-9451-2,A price-based approach to optimize resource sharing between cellular data networks and WLANs,journal,2013,Telecommunication Systems,485-496,52,8,http://www.mendeley.com/research/pricebased-approach-optimize-resource-sharing-between-cellular-data-networks-wlans,Jun,Wang,2,3,4,57,2
2-s2.0-79952116337,10.1377/hlthaff.2010.0680,The veterans affairs experience: Comparative effectiveness research in a large health system,journal,2010,Health Affairs,1906-1912,29,11,http://www.mendeley.com/research/veterans-affairs-experience-comparative-effectiveness-research-large-health-system,David,Atkins,15,37,107,22757,150
2-s2.0-60749124861,10.1049/iet-cta:20070283,Fast fault estimation and accommodation for dynamical systems,journal,2009,IET Control Theory & Applications,189-199,3,18,http://www.mendeley.com/research/fast-fault-estimation-accommodation-dynamical-systems,K.,Zhang,151,17,268,1410,150
2-s2.0-34548107818,10.1080/10447310701361159,Kanshinji antenna: A Japanese-language concept search system,journal,2007,International Journal of Human-Computer Interaction,25-49,23,2,http://www.mendeley.com/research/kanshinji-antenna-japaneselanguage-concept-search-system,Katsuji,Bessho,2,4,9,50,24
2-s2.0-77954894187,10.1002/asi.21351,A semantic similarity approach to predicting library of congress subject headings for social tags,journal,2010,Journal of the American Society for Information Science and Technology,1658-1672,61,28,http://www.mendeley.com/research/semantic-similarity-approach-predicting-library-congress-subject-headings-social-tags,Kwan,Yi,14,7,18,144,14
2-s2.0-84897666670,10.1080/0144929X.2012.702356,Usability of affective interfaces for a digital arts tutoring system,journal,2014,Behaviour and Information Technology,104-115,33,27,http://www.mendeley.com/research/usability-affective-interfaces-digital-arts-tutoring-system,Hao-Chiang Koong,Lin,11,3,11,29,23
2-s2.0-84894101705,10.3934/jimo.2014.10.1279,A hybrid method combining genetic algorithm and Hooke-Jeeves method for constrained global optimization,journal,2014,Journal of Industrial and Management Optimization,1279-1296,10,3,http://www.mendeley.com/research/hybrid-method-combining-genetic-algorithm-hookejeeves-method-constrained-global-optimization-1,Qiang,Long,21,6,15,84,10
2-s2.0-84978515278,10.1080/08832323.2010.489587,Information Systems Security and Computer Crime in the IS Curriculum: A Detailed Examination,journal,2011,Journal of Education for Business,119-125,86,23,http://www.mendeley.com/research/information-systems-security-computer-crime-curriculum-detailed-examination,C. Bryan,Foltz,4,4,8,61,11
2-s2.0-84930416799,10.1111/isj.12066,The dark side of computer-mediated control,journal,2015,Information Systems Journal,319-354,25,44,http://www.mendeley.com/research/dark-side-computermediated-control,João,Vieira da Cunha,5,4,5,155,4
2-s2.0-84888002940,10.1007/s11235-013-9728-8,The design and implementation of a future Internet live TV system over 4G networks,journal,2013,Telecommunication Systems,203-214,54,8,http://www.mendeley.com/research/design-implementation-future-internet-live-tv-system-4g-networks,Hsing-Shao,Liu,1,3,5,21,10
2-s2.0-33847352921,10.1111/j.1468-5957.2006.00647.x,Is there a difference? The performance characteristics of SRI equity indices,journal,2007,Journal of Business Finance and Accounting,331-348,34,93,http://www.mendeley.com/research/difference-performance-characteristics-sri-equity-indices,Michael,Schröder,79,9,15,313,18
