,doi,id,title,type,year,authors,source,pages,volume,reader_count
2805,10.1287/msom.1120.0409,37c02277-3c91-3cd1-a011-e3ae91a7ddc5,On the Equilibrium Behavior of a Supply Chain Market for Capacity,journal,2013.0,"(Amar, Sapra)",Manufacturing & Service Operations Management,132-147,15,24
2806,10.1111/j.1468-0408.2010.00502.x,0f406885-2225-326a-ac93-7952c1ee2039,MIND YOUR ACCRUALS: PERCEIVED USEFULNESS OF FINANCIAL INFORMATION IN THE AUSTRALIAN PUBLIC SECTOR UNDER DIFFERENT ACCOUNTING SYSTEMS,journal,2010.0,"(Ralph, Kober)",Financial Accountability & Management,267-298,26,71
2807,10.1111/j.1467-8640.2012.00425.x,55a1849f-bdf8-3f69-8f1d-b994d4e5f891,Machine learning methods for detecting patterns of management fraud,journal,2012.0,"(David G., Whiting)",Computational Intelligence,505-527,28,23
2808,10.1111/ropr.12089,1598bd9d-ed3f-3ffc-bb16-411d42b1892a,The Confluence of Academia and Industry: A Case Study of the Taiwanese Biopharmaceutical Innovation System,journal,2014.0,"(Shih-Hsin, Chen)",Review of Policy Research,408-429,31,19
2809,10.1007/s10551-010-0469-2,f509c8d7-3495-3cc6-b07c-df73ae0c01d0,Communication of Corporate Social Responsibility: A Study of the Views of Management Teams in Large Companies,journal,2010.0,"(Susanne, Arvidsson)",Journal of Business Ethics,339-354,96,179
2810,10.1007/s11213-009-9157-5,61532643-3c5a-31fd-adec-b798f97c45ac,"Systemic model for diagnosis of the micro, small and medium enterprises from two cities from the countryside of the state of São Paulo in Brazil",journal,2010.0,"(Omar S., Donaires)",Systemic Practice and Action Research,221-236,23,7
2811,10.1080/0144929X.2014.959362,4e6a0b3e-241d-3842-8178-dbd079ae4c48,Behaviour & Information Technology,journal,2014.0,"(Publisher, Taylor)",,,,1
2812,10.2501/S0021849907070183,08d2265a-50d1-3b91-b5fb-2fdabca00c8a,Extrinsic cue of warranty by selling through a reputable website,journal,2007.0,"(Huei Chen, Hsu)",Journal of Advertising Research,158-164,47,15
2813,10.1057/crr.2009.24,0d735d28-fc11-39de-9bcb-7363a8a5d4ec,How business disciplines discuss multiple identities in organizations,journal,2010.0,"(Laura, Illia)",Corporate Reputation Review,327-344,12,28
2814,10.1111/1753-6405.12078,b6d08996-37d4-34b8-9566-8e3da3704692,The Young Person Check: Screening for sexually transmitted infections and chronic disease risk in remote Aboriginal and Torres Strait Islander youth,journal,2013.0,"(Patricia, Fagan)",Australian and New Zealand Journal of Public Health,316-321,37,16
2815,10.3233/IFS-130972,53a38b50-212c-3348-bcac-346060e0a01a,Intuitionistic fuzzy heavy aggregating operators and their application to strategic decision making problems,journal,2014.0,"(Xiaofei, Zhao)",Journal of Intelligent and Fuzzy Systems,3065-3074,26,3
2816,10.1080/17517570701633267,0e0456f4-3d57-39c2-bfc0-0ea155ee01ce,A multi-agent-based model for a negotiation support system in electronic commerce,journal,2007.0,"(H., Li)",Enterprise Information Systems,457-472,1,11
2817,10.1080/02642060903078776,aaabcea0-9e16-3935-9c79-0323b5763102,Strategies towards innovative services: Findings from the German service landscape,journal,2010.0,"(Marcus, Koelling)",Service Industries Journal,609-620,30,53
2818,10.5912/jcb.630,42101dfc-d86d-3805-a732-13e95c2f513f,"An agile, cross-discipline model for developing bio-enterprise professionals",conference_proceedings,2013.0,"(Moira A., Gunn)",Journal of Commercial Biotechnology,72-87,19,10
2819,10.1080/08982110601057229,4ba2536b-a944-3abc-af94-c5e75d885b56,The decomposition of effects in full factorial experimental design into individual treatment combinations,journal,2007.0,"(Stefan T., Orszulik)",Quality Engineering,39-52,19,2
2820,10.1111/j.1540-5915.2011.00323.x,2dff79f9-46d0-3670-8d98-b0270704012c,"Environmental Factors, Managerial Processes, and Information Technology Investment Strategies",journal,2011.0,"(T., Ravichandran)",Decision Sciences,537-574,42,44
2821,10.1080/10580530801941256,2af3d6e2-5bb9-3f5b-99f3-3a6bf5346f6f,Including the CIO in top management,journal,2008.0,"(William R., King)",Information Systems Management,188-189,25,21
2822,10.1145/1629175.1629209,3388a149-c5f0-3a70-b390-228983104978,Think big for reuse,journal,2010.0,"(Paul D., Witman)",Communications of the ACM,142,53,28
2823,10.1057/dbm.2010.13,9f4e5f66-fa57-3a84-971d-12e11142083e,The effect of retail service quality and product quality on customer loyalty,journal,2010.0,"(Euphemia F T, Yuen)",Journal of Database Marketing & Customer Strategy Management,222-240,17,60
2824,10.1002/asi.20621,238582d9-e9e5-36e6-ae5f-8359070d1bcf,"Conceptualizing information, technology, and people: Comparing information science and information systems literatures",journal,2007.0,"(Steve, Sawyer)",Journal of the American Society for Information Science and Technology,1436-1447,58,19
2825,10.1080/10580530701586052,f223d73f-26dc-3246-b1eb-64afbdd31ed2,Commentary: Multi-factor identification and authentication,generic,2007.0,"(Rodger, Morrison)",Information Systems Management,331-332,24,3
2826,10.2308/isys-50355,6affb09a-c49c-360a-8660-c9d9622de31b,Co-Creating Value from IT in a Contracted Public Sector Service Environment: Perspectives on COBIT and Val IT,journal,2013.0,"(Carla, Wilkin)",Journal of Information Systems,283-306,27,53
2827,10.1287/ijoc.1060.0175,ff37336a-63dd-3b4b-a9b0-06f24852ef68,Scatter search and local NLP solvers: A multistart framework for global optimization,journal,2007.0,"(Zsolt, Ugray)",INFORMS Journal on Computing,328-340,19,114
2828,10.1287/mnsc.1110.1410,835ee9ae-3c49-377f-935d-01da43b17d0d,Apologies as Signals: With Evidence from a Trust Game,journal,2012.0,"(Benjamin, Ho)",Management Science,141-158,58,99
2829,10.1007/s12197-011-9224-5,6a11463d-929e-3a76-95a6-3139a34612c9,A road to assimilation: immigrants and financial markets,journal,2014.0,"(Swarnankur, Chatterjee)",Journal of Economics and Finance,345-358,38,9
2830,10.1002/ecja.20284,442c643c-6c23-309f-85bb-125e2b6eac72,Automatic selection of Web services based on attributes and ratings,journal,2007.0,"(Shingo, Ata)","Electronics and Communications in Japan, Part I: Communications (English translation of Denshi Tsushin Gakkai Ronbunshi)",40-49,90,1
2831,10.1111/j.1467-9361.2012.00677.x,a0cc354d-0ca5-3422-aff0-33f522b68def,Some Forward Looking Thoughts on Studying Climate Adaptation for an Uncertain Future-A Postscript Editorial Comment,generic,2012.0,"(Gary W., Yohe)",Review of Development Economics,503-510,16,10
2832,10.1002/asi.21299,a5fc1345-612b-3604-a7f7-4381011eba43,Intertopic Information mining for query-based summarization,journal,2010.0,"(You, Ouyang)",Journal of the American Society for Information Science and Technology,1062-1072,61,14
2833,10.1080/07408170902789019,c92da219-3b18-3de0-8712-385e75417207,"Designing supply contracts in supplier vs buyer-driven channels: The impact of leadership, contract flexibility and information asymmetry",journal,2009.0,"(Xingchu, Liu)",IIE Transactions (Institute of Industrial Engineers),687-701,41,32
2834,10.1002/pfi.21486,11c4905f-20ba-3b40-adf4-77b16845ee0a,Designing SQL Database Modules Using Correlation Coefficients and Linear Regression: A Content-Centered Approach.,journal,2015.0,"(Robert J, Mills)",Performance Improvement,20-31,54,2
2835,10.1007/s10257-008-0098-9,eb267f90-3015-3ba1-a656-98cb8e2e5faf,Proposing a comprehensive framework for analysis and engineering of mobile payment business models,conference_proceedings,2009.0,"(Key, Pousttchi)",Information Systems and e-Business Management,363-393,7,59
2836,10.1080/1463922X.2014.1001006,81dcca84-137e-3b14-bb63-244c202c78a7,Kansei knowledge extraction based on evolutionary genetic algorithm: an application to e-commerce web appearance design,journal,2015.0,"(Qing-Xing, Qu)",Theoretical Issues in Ergonomics Science,299-313,16,11
2837,10.1287/mnsc.1110.1445,c69ad3b7-5108-3db0-a899-91f5d5daae0b,Now IT's Personal: Offshoring and the Shifting Skill Composition of the U.S. Information Technology Workforce,journal,2012.0,"(Prasanna, Tambe)",Management Science,678-695,58,75
2838,10.1007/s11257-008-9061-1,dfd89643-226b-32fb-b612-194df5a01506,Managing uncertainty in group recommending processes,journal,2009.0,"(Luis M., De Campos)",User Modeling and User-Adapted Interaction,207-242,19,57
2839,10.1080/09613218.2014.855873,c99680aa-1a34-33a3-8426-520f7605cc7f,Charting corporate greening: Environmental management trends in Sweden,journal,2014.0,"(Pernilla, Gluch)",Building Research and Information,318-329,42,27
2840,10.3846/20294913.2012.661176,23c9b08b-22bd-33d5-9415-8b9b1d121d8b,ERP system implementation in Latvian manufacturing and construction company,journal,2012.0,"(Andrejs, Tambovcevs)",Technological and Economic Development of Economy,67-83,18,46
2841,10.3233/IFS-141359,4caa5d33-253c-363d-8e66-2436301463e7,Fuzzy intelligent inference scheme for self-health estimation via blood pressure and body mass index in out-of-hospital,journal,2015.0,"(Chi Lu, Yang)",Journal of Intelligent and Fuzzy Systems,775-786,28,4
2842,10.1002/pad.527,739591fa-6246-39a5-a730-1b928c4feaff,Public participation and the concept of space in environmental governance: An application of PPGIS,journal,2009.0,"(Milan Tung Wen, Sun)",Public Administration and Development,250-261,29,33
2843,10.2308/jis.2010.24.1.91,e158b80c-d006-3573-a796-9f0245193909,Continuous Auditing in ERP System Environments: The Current State and Future Directions,journal,2010.0,"(John R., Kuhn)",Journal of Information Systems,91-112,24,126
2844,10.1007/s11166-011-9117-1,cafa7315-6d5b-3843-b23d-1b2a9c8a2712,Is imprecise knowledge better than conflicting expertise? Evidence from insurers' decisions in the United States,journal,2011.0,"(Laure, Cabantous)",Journal of Risk and Uncertainty,211-232,42,58
2845,10.2753/MIS0742-1222300304,481800ce-fa2a-3f9b-b6ff-490ffc4d6c5c,A Process Model of Complementarity and Substitution of Contractual and Relational Governance in IS Outsourcing,journal,2013.0,"(Thomas L., Huber)",Journal of Management Information Systems,81-114,30,104
2846,10.1061/(ASCE)0733-9364(2006)132:2(134),1edaf195-2f4a-35b4-9e43-3747eae45586,3D Scan Information Management System for Construction Management,journal,2006.0,"(Naai-Jung, Shih)",Journal of Construction Engineering and Management,134-142,132,18
2847,10.1111/j.1365-2575.2011.00388.x,ac647d8e-e42c-3fe5-9dc8-4b21bdea3090,Service source and channel choice in G2C service environments: A model comparison in the anti/counter-terrorism domain,journal,2012.0,"(Jinkyu, Lee)",Information Systems Journal,313-341,22,160
2848,10.1080/07421222.2015.1138374,1eb7828c-aa9c-3db8-b3de-226f951e4928,The impact of organizational commitment on insiders motivation to protect organizational information assets,journal,2015.0,"(Clay, Posey)",Journal of Management Information Systems,179-214,32,104
2849,10.1007/s10997-009-9126-5,4eeb5423-f087-3350-ab42-aa04358f6213,Knowledge attributes and the choice of knowledge transfer mechanism in networks: The case of franchising,journal,2011.0,"(Josef, Windsperger)",Journal of Management and Governance,617-640,15,45
2850,10.1080/01972243.2013.777296,e8a84544-07ca-37a0-a70a-31cfdd9e1d2f,"Introduction to the Special Issue on the Death, Afterlife, and Immortality of Bodies and Data",journal,2013.0,"(Connor, Graham)",Information Society,133-141,29,40
2851,10.1287/inte.1120.0632,14227b60-2a06-3972-9187-1420e9393246,"Introduction to the special issue on analytics in sports, part II: Sports scheduling applications",generic,2012.0,"(Michael J., Fry)",Interfaces,229-231,42,7
2852,10.1007/s11002-009-9096-z,02101987-1357-31ea-a5a9-3f542a7264d5,Putting market-facing technology to work: Organizational drivers of CRM performance,journal,2010.0,"(Amit, Saini)",Marketing Letters,365-383,21,69
2853,10.1287/mksc.1100.0626,7f6b0033-2fe7-3c25-807b-8a3082ca873e,A Dynamic Model of Sponsored Search Advertising,journal,2011.0,"(Song, Yao)",Marketing Science,447-468,30,112
2854,10.1111/j.1753-6405.2008.00228.x,56b91e70-2182-3d27-8762-d9796d1b93df,Establishment of a surveillance system (utilising Midwifes Data Collection Systems) for monitoring the impact of hepatitis B vaccination on the population prevalence of chronic hepatitis B virus infection in Australia,journal,2008.0,"(Nicholas, Wood)",Australian and New Zealand Journal of Public Health,272-275,32,5
2855,10.1287/isre.1100.0300,a70da015-3637-3916-94b3-26abd460fa90,Competing in crowded markets: Multimarket contact and the nature of competition in the enterprise systems software industry,journal,2010.0,"(Ramnath K., Chellappa)",Information Systems Research,614-630,21,110
2856,10.1002/itdj.20014,9c932b41-226b-3947-9979-3bb2355a76c9,The role of identity in health information systems development: A case analysis from Mozambique,journal,2005.0,"(Emílio, Luís Mosse)",Information Technology for Development,227-243,11,17
2857,10.1111/ntwe.12002,f6f072c2-2512-3fa3-af01-4ff723b92e59,Making it Personal in a call centre: Electronic peer surveillance,journal,2013.0,"(Benjamin P.W., Ellway)","New Technology, Work and Employment",37-50,28,12
2858,10.3233/GOV-2010-0223,3b738a29-6120-32e2-bc11-59d58f34d781,India's Approach in Constructing One-Stop Solution Towards e-Government.,journal,2010.0,"(Neeta, Verma)",Journal of E-Governance,144-156,33,19
2859,10.1007/s10257-008-0077-1,9c0ec380-7288-3689-8153-e7375ff8eab0,Environmental and organizational drivers influencing the adoption of VoIP,journal,2009.0,"(Stefano, Basaglia)",Information Systems and e-Business Management,103-118,7,23
2860,10.1080/14479338.2015.1036542,ce5a187d-8c73-35c1-b30e-1ca09cbf0c2e,New industry creation in less developed countries - The case of the Taiwanese flat panel display industry,journal,2015.0,"(Jian Hung, Chen)","Innovation: Management, Policy and Practice",250-265,17,6
2861,10.1080/01446193.2013.848994,cd008152-63e6-3b0d-bde2-5e81d35f42d5,Measurement and exploration of individual beliefs about the consequences of building information modelling use,journal,2013.0,"(Richard, Davies)",Construction Management and Economics,1110-1127,31,72
2862,10.1287/isre.1080.0188,ca95222f-8d96-31a1-aa75-9ea7124b2484,"Trust and satisfaction, two stepping stones for successful e-commerce relationships: A longitudinal exploration",journal,2009.0,"(Dan J., Kim)",Information Systems Research,237-257,20,404
2863,10.1080/13504851.2012.736939,4ba1133c-428e-37d4-9ec7-230df013283a,Potential demand for m-government services in Japan,journal,2013.0,"(Gary, Madden)",Applied Economics Letters,732-736,20,15
2864,10.1002/asi.21260,e85454c7-16da-38a5-83c9-b426aeb714f3,Context-based term frequency assessment for text classification,journal,2010.0,"(Rey Long, Liu)",Journal of the American Society for Information Science and Technology,300-309,61,11
2865,10.1080/10580530701586003,18e34f18-65d9-3709-bfcf-6ad8b3f17281,Safe Wireless practices,journal,2007.0,"(Houston H., Carr)",Information Systems Management,299-304,24,8
2866,10.2308/accr-10212,6577d2f9-87ff-3690-9394-850ea6ef05ab,The differential improvement effects of the strategy map and scorecard perspectives on managers' strategic judgments,journal,2012.0,"(Mandy M., Cheng)",Accounting Review,899-924,87,105
2867,10.1007/s10845-008-0216-z,907b662a-e4bf-38f8-8846-aaaa1b81d497,An efficient search method for multi-objective flexible job shop scheduling problems,journal,2009.0,"(Li-Ning, Xing)",Journal of Intelligent Manufacturing,283-293,20,30
2868,10.1002/jcaf.22052,c7c2186c-151e-3465-971f-fd260425b9ef,Your Guide to Authenticating Mobile Devices,journal,2015.0,"(J. Lowell, Mooney)",Journal of Corporate Accounting & Finance,65-82,26,6
2869,10.2753/MIS0742-1222300409,0939a807-b2ac-32b0-8014-585bd3a58e28,Effects of Social Networks on Prediction Markets: Examination in a Controlled Experiment,journal,2014.0,"(Liangfei, Qiu)",Journal of Management Information Systems,235-268,30,30
2870,10.1002/asi.20599,7e533665-3517-3718-94f3-b1ab8dd0402a,Assessing the value of a journal beyond the impact factor,generic,2007.0,"(Anita, Coleman)",Journal of the American Society for Information Science and Technology,1148-1161,58,25
2871,10.1089/cpb.2007.0063,7ee9e82d-95cc-3ce7-a7c3-aed7abc361cf,The Influence of Reading Motives on the Responses after Reading Blogs,journal,2008.0,"(Li-Shia, Huang)",CyberPsychology & Behavior,351-355,11,58
2872,10.1007/s10257-011-0180-6,e9fb2233-33d3-306f-8bdf-7de86109086d,Preface to the special issue on business process management,magazine_article,2011.0,"(Michael, Rosemann)",Information Systems and e-Business Management,405-406,9,9
